participant;scenario;lateral;mmv_type;mmv_number;density;lateral_clearance;longitudinal_distance;average_speed;deceleration;acceleration;mean_acceleration;TTC;age;gender;Violations;Errors;Lapses;Aggressive;Positive;Q1;Q2;Q3;accident;age_group
11;3;0.600;Bike;1;A;1.213;23.206;1.105;-0.207;0.235;0.090;0.343;62;Female;0.500;0.750;0.500;0.500;2.500;2.000;2.500;3.000;1;adult
22;3;0.600;Bike;1;A;1.498;18.024;0.827;-0.120;0.126;0.065;0.436;29;Female;3.000;2.000;2.000;0.500;2.750;5.000;4.500;17.000;1;young
5;3;0.600;Bike;1;A;1.448;10.933;0.674;-0.161;0.130;0.069;0.402;53;Female;1.000;0.750;1.500;0.000;2.500;1.000;1.500;0.000;0;adult
32;3;0.600;Bike;1;A;1.155;18.495;1.098;-0.078;0.052;0.036;0.303;20;Female;4.000;2.500;3.000;0.500;2.250;3.000;4.500;3.000;1;young
24;3;0.600;Bike;1;A;0.968;22.469;0.948;-0.156;0.087;0.055;0.270;32;Male;0.250;0.250;0.000;0.000;3.500;1.000;2.000;0.000;0;young
20;3;0.600;Bike;1;A;1.402;24.568;1.062;-0.241;0.215;0.073;0.380;39;Male;3.000;0.750;0.000;1.250;3.500;2.000;1.000;1.000;0;adult
5;3;0.600;Bike;1;A;1.444;17.970;0.870;-0.122;0.096;0.050;0.430;53;Female;1.000;0.750;1.500;0.000;2.500;1.000;1.500;0.000;0;adult
27;3;0.600;Bike;1;A;0.977;13.759;1.133;-0.100;0.065;0.043;0.270;34;Male;1.250;0.250;0.000;0.000;4.000;2.500;1.500;0.000;1;young
10;3;0.600;Bike;1;A;0.821;9.836;0.964;-0.218;0.137;0.078;0.243;26;Male;1.500;0.750;0.000;0.250;2.250;1.000;1.500;0.500;0;young
26;3;0.600;Bike;1;A;1.187;22.313;0.732;-0.149;0.170;0.064;0.370;32;Female;2.500;0.750;0.250;0.500;3.500;1.000;2.000;1.000;1;young
20;4;0.600;Bike;1;B;1.178;17.507;1.141;-0.099;0.053;0.028;0.316;39;Male;3.000;0.750;0.000;1.250;3.500;2.500;3.000;2.500;0;adult
10;4;0.600;Bike;1;B;0.822;18.045;1.002;-0.076;0.090;0.045;0.237;26;Male;1.500;0.750;0.000;0.250;2.250;1.500;1.000;0.000;0;young
3;4;0.600;Bike;1;B;1.140;17.567;1.495;-0.140;0.064;0.053;0.299;23;Male;2.500;0.750;0.500;0.500;3.750;1.500;1.500;1.500;1;young
20;4;0.600;Bike;1;B;1.277;13.562;0.746;-0.203;0.155;0.080;0.338;39;Male;3.000;0.750;0.000;1.250;3.500;2.500;3.000;2.500;0;adult
1;4;0.600;Bike;1;B;1.415;26.021;1.349;-0.094;0.125;0.058;0.384;30;Male;2.750;0.750;0.250;0.750;3.250;3.000;3.000;4.500;0;young
29;4;0.600;Bike;1;B;1.187;14.704;1.126;-0.197;0.098;0.068;0.354;35;Female;1.750;0.500;0.000;0.250;4.000;2.000;2.000;1.000;1;adult
4;4;0.600;Bike;1;B;1.058;14.630;1.116;-0.118;0.090;0.051;0.301;47;Male;1.750;2.000;1.000;1.000;2.750;2.000;2.000;1.000;1;adult
12;4;0.600;Bike;1;B;1.401;20.250;1.268;-0.061;0.102;0.042;0.373;60;Female;3.500;1.000;0.000;0.750;2.750;2.000;2.500;2.500;0;adult
31;4;0.600;Bike;1;B;1.156;21.932;0.886;-0.098;0.058;0.031;0.348;34;Female;1.000;0.250;0.000;0.000;2.250;1.500;1.500;0.500;0;young
23;4;0.600;Bike;1;B;1.035;17.565;1.061;-0.060;0.098;0.041;0.281;27;Male;3.500;0.750;0.000;0.000;3.250;2.000;2.000;1.000;1;young
21;4;0.600;Bike;1;B;1.360;14.771;0.999;-0.161;0.096;0.067;0.408;40;Female;1.333;0.750;0.000;0.000;3.000;4.000;3.500;4.000;0;adult
27;4;0.600;Bike;1;B;0.884;24.014;1.123;-0.094;0.092;0.039;0.240;34;Male;1.250;0.250;0.000;0.000;4.000;2.000;1.500;0.000;1;young
29;4;0.600;Bike;1;B;1.191;15.663;0.834;-0.115;0.150;0.065;0.363;35;Female;1.750;0.500;0.000;0.250;4.000;2.000;2.000;1.000;1;adult
16;4;0.600;Bike;1;B;1.096;24.924;1.528;-0.151;0.193;0.106;0.276;36;Male;2.500;0.500;0.250;0.000;2.500;1.000;1.000;0.000;1;adult
16;4;0.600;Bike;1;B;1.365;24.318;1.247;-0.073;0.138;0.052;0.357;36;Male;2.500;0.500;0.250;0.000;2.500;1.000;1.000;0.000;1;adult
4;4;0.600;Bike;1;B;0.966;14.301;1.226;-0.025;0.033;0.018;0.265;47;Male;1.750;2.000;1.000;1.000;2.750;2.000;2.000;1.000;1;adult
32;4;0.600;Bike;1;B;1.172;18.919;1.379;-0.203;0.095;0.064;0.315;20;Female;4.000;2.500;3.000;0.500;2.250;3.500;5.000;5.000;1;young
26;4;0.600;Bike;1;B;1.367;21.029;0.682;-0.103;0.134;0.057;0.405;32;Female;2.500;0.750;0.250;0.500;3.500;2.000;2.500;3.500;1;young
32;4;0.600;Bike;1;B;1.368;18.943;1.326;-0.055;0.040;0.024;0.401;20;Female;4.000;2.500;3.000;0.500;2.250;3.500;5.000;5.000;1;young
12;4;0.600;Bike;1;B;1.472;19.950;1.392;-0.070;0.040;0.033;0.366;60;Female;3.500;1.000;0.000;0.750;2.750;2.000;2.500;2.500;0;adult
23;4;0.600;Bike;1;B;1.328;21.472;1.048;-0.104;0.100;0.050;0.359;27;Male;3.500;0.750;0.000;0.000;3.250;2.000;2.000;1.000;1;young
13;4;0.600;Bike;1;B;1.292;23.935;1.248;-0.105;0.040;0.035;0.350;51;Female;2.750;1.250;0.750;0.500;4.750;1.000;1.000;5.500;0;adult
18;4;0.600;Bike;1;B;1.258;22.608;1.183;-0.105;0.079;0.050;0.372;37;Female;1.500;0.000;0.000;0.000;3.750;1.500;2.000;2.000;1;adult
27;4;0.600;Bike;1;B;0.864;23.849;1.276;-0.110;0.071;0.048;0.243;34;Male;1.250;0.250;0.000;0.000;4.000;2.000;1.500;0.000;1;young
7;4;0.600;Bike;1;B;1.338;20.251;1.329;-0.033;0.085;0.037;0.365;21;Male;3.250;1.500;0.750;0.250;3.000;4.000;4.500;11.000;1;young
30;4;0.600;Bike;1;B;1.179;19.330;1.204;-0.128;0.053;0.039;0.336;49;Female;0.250;0.250;0.000;0.000;3.000;1.000;1.000;0.000;1;adult
7;4;0.600;Bike;1;B;1.252;22.807;1.275;-0.086;0.097;0.047;0.337;21;Male;3.250;1.500;0.750;0.250;3.000;4.000;4.500;11.000;1;young
5;4;0.600;Bike;1;B;1.403;21.755;0.821;-0.067;0.089;0.045;0.411;53;Female;1.000;0.750;1.500;0.000;2.500;1.000;1.000;0.000;0;adult
31;4;0.600;Bike;1;B;1.151;18.962;1.048;-0.063;0.049;0.030;0.330;34;Female;1.000;0.250;0.000;0.000;2.250;1.500;1.500;0.500;0;young
9;4;0.600;Bike;1;B;1.159;21.002;1.271;-0.064;0.072;0.043;0.338;41;Male;3.250;0.750;0.250;0.250;2.750;1.500;2.000;1.000;1;adult
11;4;0.600;Bike;1;B;1.070;20.250;1.068;-0.132;0.119;0.042;0.297;62;Female;0.500;0.750;0.500;0.500;2.500;3.000;3.000;3.000;1;adult
9;4;0.600;Bike;1;B;1.131;19.911;1.276;-0.056;0.071;0.041;0.343;41;Male;3.250;0.750;0.250;0.250;2.750;1.500;2.000;1.000;1;adult
17;4;0.600;Bike;1;B;0.917;17.846;1.278;-0.051;0.020;0.013;0.237;25;Male;1.250;1.000;0.000;0.250;3.250;4.000;3.000;1.500;1;young
22;4;0.600;Bike;1;B;1.358;18.996;1.047;-0.096;0.158;0.065;0.376;29;Female;3.000;2.000;2.000;0.500;2.750;6.500;4.500;11.500;1;young
8;4;0.600;Bike;1;B;1.202;22.503;1.084;-0.063;0.059;0.036;0.330;24;Male;2.750;1.250;1.750;0.000;2.250;2.000;1.500;0.000;0;young
1;4;0.600;Bike;1;B;1.425;25.781;1.296;-0.070;0.176;0.069;0.365;30;Male;2.750;0.750;0.250;0.750;3.250;3.000;3.000;4.500;0;young
26;4;0.600;Bike;1;B;0.951;23.234;0.758;-0.094;0.108;0.045;0.286;32;Female;2.500;0.750;0.250;0.500;3.500;2.000;2.500;3.500;1;young
10;4;0.600;Bike;1;B;0.937;15.496;0.969;-0.070;0.078;0.026;0.278;26;Male;1.500;0.750;0.000;0.250;2.250;1.500;1.000;0.000;0;young
24;4;0.600;Bike;1;B;1.167;22.767;0.850;-0.165;0.155;0.084;0.341;32;Male;0.250;0.250;0.000;0.000;3.500;1.000;2.000;0.000;0;young
28;4;0.600;Bike;1;B;1.473;24.790;1.125;-0.114;0.182;0.067;0.395;25;Male;4.250;2.000;0.000;2.250;0.750;1.000;1.000;0.000;1;young
11;4;0.600;Bike;1;B;1.016;24.025;1.064;-0.360;0.119;0.076;0.306;62;Female;0.500;0.750;0.500;0.500;2.500;3.000;3.000;3.000;1;adult
6;4;0.600;Bike;1;B;1.434;22.873;1.234;-0.074;0.069;0.045;0.373;30;Female;0.500;0.000;0.000;0.000;4.750;1.000;1.000;0.000;1;young
2;4;0.600;Bike;1;B;1.208;15.136;0.872;-0.215;0.106;0.079;0.365;55;Male;2.000;0.750;0.250;0.000;4.000;1.000;1.000;0.000;0;adult
17;4;0.600;Bike;1;B;0.903;17.387;1.383;-0.093;0.109;0.050;0.229;25;Male;1.250;1.000;0.000;0.250;3.250;4.000;3.000;1.500;1;young
28;4;0.600;Bike;1;B;1.207;24.679;1.045;-0.105;0.132;0.044;0.347;25;Male;4.250;2.000;0.000;2.250;0.750;1.000;1.000;0.000;1;young
25;4;0.600;Bike;1;B;1.457;22.850;1.206;-0.069;0.100;0.042;0.378;39;Male;1.000;0.750;0.000;0.750;4.000;4.500;5.000;5.000;1;adult
25;4;0.600;Bike;1;B;1.390;24.513;1.147;-0.070;0.026;0.037;0.404;39;Male;1.000;0.750;0.000;0.750;4.000;4.500;5.000;5.000;1;adult
30;4;0.600;Bike;1;B;1.113;18.997;1.044;-0.233;0.164;0.113;0.347;49;Female;0.250;0.250;0.000;0.000;3.000;1.000;1.000;0.000;1;adult
4;5;0.000;Scooter;1;A;0.833;10.379;0.971;-0.454;0.157;0.090;0.242;47;Male;1.750;2.000;1.000;1.000;2.750;2.000;2.000;1.000;1;adult
22;5;0.000;Scooter;1;A;0.868;18.193;0.764;-0.174;0.086;0.050;0.260;29;Female;3.000;2.000;2.000;0.500;2.750;4.500;3.500;9.000;1;young
31;5;0.000;Scooter;1;A;0.971;17.531;0.766;-0.205;0.121;0.051;0.310;34;Female;1.000;0.250;0.000;0.000;2.250;3.500;2.500;1.500;0;young
8;5;0.000;Scooter;1;A;0.915;17.523;0.989;-0.364;0.145;0.101;0.257;24;Male;2.750;1.250;1.750;0.000;2.250;3.500;2.500;0.500;0;young
14;5;0.000;Scooter;1;A;1.083;23.633;0.911;-0.301;0.167;0.082;0.311;20;Female;2.250;1.250;1.250;0.000;4.000;1.500;2.000;1.000;0;young
13;5;0.000;Scooter;1;A;1.188;19.353;1.252;-0.404;0.083;0.100;0.316;51;Female;2.750;1.250;0.750;0.500;4.750;1.000;1.500;11.000;0;adult
11;5;0.000;Scooter;1;A;1.065;12.270;0.996;-0.341;0.159;0.103;0.303;62;Female;0.500;0.750;0.500;0.500;2.500;1.500;2.000;1.500;1;adult
9;5;0.000;Scooter;1;A;0.872;20.695;1.134;-0.125;0.070;0.052;0.244;41;Male;3.250;0.750;0.250;0.250;2.750;2.000;2.000;1.000;1;adult
32;5;0.000;Scooter;1;A;0.913;18.754;1.300;-0.146;0.106;0.066;0.248;20;Female;4.000;2.500;3.000;0.500;2.250;3.500;3.500;4.000;1;young
30;5;0.000;Scooter;1;A;1.005;21.577;1.235;-0.184;0.116;0.066;0.266;49;Female;0.250;0.250;0.000;0.000;3.000;1.000;1.000;0.000;1;adult
26;5;0.000;Scooter;1;A;0.975;23.180;0.771;-0.116;0.103;0.041;0.293;32;Female;2.500;0.750;0.250;0.500;3.500;1.000;1.000;0.000;1;young
20;5;0.000;Scooter;1;A;0.907;16.641;0.979;-0.194;0.196;0.094;0.243;39;Male;3.000;0.750;0.000;1.250;3.500;2.000;2.000;2.000;0;adult
16;5;0.000;Scooter;1;A;0.898;23.746;1.257;-0.181;0.115;0.099;0.249;36;Male;2.500;0.500;0.250;0.000;2.500;1.000;1.000;0.000;1;adult
32;5;0.000;Scooter;1;A;0.800;18.336;1.189;-0.377;0.243;0.134;0.215;20;Female;4.000;2.500;3.000;0.500;2.250;3.500;3.500;4.000;1;young
4;5;0.000;Scooter;1;A;0.877;14.294;0.965;-0.379;0.191;0.119;0.240;47;Male;1.750;2.000;1.000;1.000;2.750;2.000;2.000;1.000;1;adult
11;5;0.000;Scooter;1;A;0.878;10.907;1.069;-0.443;0.158;0.118;0.241;62;Female;0.500;0.750;0.500;0.500;2.500;1.500;2.000;1.500;1;adult
2;5;0.000;Scooter;1;A;0.849;15.016;0.925;-0.314;0.159;0.079;0.257;55;Male;2.000;0.750;0.250;0.000;4.000;1.000;1.000;0.000;0;adult
21;5;0.000;Scooter;1;A;0.908;24.639;1.069;-0.340;0.198;0.107;0.250;40;Female;1.333;0.750;0.000;0.000;3.000;2.000;3.000;3.000;0;adult
25;5;0.000;Scooter;1;A;0.998;22.607;1.201;-0.172;0.091;0.063;0.268;39;Male;1.000;0.750;0.000;0.750;4.000;4.500;4.000;4.500;1;adult
18;5;0.000;Scooter;1;A;1.051;23.018;1.337;-0.285;0.060;0.087;0.267;37;Female;1.500;0.000;0.000;0.000;3.750;1.000;2.000;2.000;1;adult
8;5;0.000;Scooter;1;A;0.860;25.802;1.169;-0.261;0.123;0.100;0.235;24;Male;2.750;1.250;1.750;0.000;2.250;3.500;2.500;0.500;0;young
2;5;0.000;Scooter;1;A;0.871;20.350;0.980;-0.151;0.152;0.058;0.255;55;Male;2.000;0.750;0.250;0.000;4.000;1.000;1.000;0.000;0;adult
5;5;0.000;Scooter;1;A;1.388;23.385;0.784;-0.166;0.080;0.046;0.423;53;Female;1.000;0.750;1.500;0.000;2.500;1.000;1.000;0.000;0;adult
28;5;0.000;Scooter;1;A;1.070;22.216;1.146;-0.195;0.239;0.127;0.264;25;Male;4.250;2.000;0.000;2.250;0.750;2.000;1.000;0.000;1;young
17;5;0.000;Scooter;1;A;0.798;21.063;1.403;-0.430;0.209;0.128;0.216;25;Male;1.250;1.000;0.000;0.250;3.250;4.500;4.000;2.000;1;young
23;5;0.000;Scooter;1;A;0.995;23.200;1.060;-0.251;0.069;0.064;0.281;27;Male;3.500;0.750;0.000;0.000;3.250;1.500;2.000;0.500;1;young
10;5;0.000;Scooter;1;A;0.739;20.458;0.794;-0.114;0.179;0.075;0.223;26;Male;1.500;0.750;0.000;0.250;2.250;2.000;1.500;0.500;0;young
29;5;0.000;Scooter;1;A;0.965;16.067;1.089;-0.284;0.174;0.123;0.292;35;Female;1.750;0.500;0.000;0.250;4.000;1.500;2.000;1.000;1;adult
6;5;0.000;Scooter;1;A;0.838;22.209;1.123;-0.094;0.121;0.047;0.237;30;Female;0.500;0.000;0.000;0.000;4.750;1.000;1.000;0.000;1;young
26;5;0.000;Scooter;1;A;0.859;16.016;0.750;-0.096;0.091;0.050;0.276;32;Female;2.500;0.750;0.250;0.500;3.500;1.000;1.000;0.000;1;young
3;5;0.000;Scooter;1;A;0.912;11.433;1.233;-0.481;0.123;0.125;0.288;23;Male;2.500;0.750;0.500;0.500;3.750;1.500;2.500;2.000;1;young
14;5;0.000;Scooter;1;A;1.253;23.519;1.035;-0.267;0.121;0.084;0.340;20;Female;2.250;1.250;1.250;0.000;4.000;1.500;2.000;1.000;0;young
25;5;0.000;Scooter;1;A;0.922;23.708;1.105;-0.240;0.139;0.067;0.256;39;Male;1.000;0.750;0.000;0.750;4.000;4.500;4.000;4.500;1;adult
16;5;0.000;Scooter;1;A;0.815;25.363;1.230;-0.346;0.215;0.105;0.223;36;Male;2.500;0.500;0.250;0.000;2.500;1.000;1.000;0.000;1;adult
1;5;0.000;Scooter;1;A;1.048;24.301;1.104;-0.120;0.192;0.088;0.292;30;Male;2.750;0.750;0.250;0.750;3.250;2.500;2.500;6.000;0;young
27;5;0.000;Scooter;1;A;0.744;23.631;0.936;-0.268;0.123;0.061;0.208;34;Male;1.250;0.250;0.000;0.000;4.000;3.500;3.500;1.000;1;young
1;5;0.000;Scooter;1;A;1.089;24.687;1.393;-0.270;0.260;0.118;0.294;30;Male;2.750;0.750;0.250;0.750;3.250;2.500;2.500;6.000;0;young
28;5;0.000;Scooter;1;A;0.901;24.730;1.192;-0.334;0.130;0.082;0.250;25;Male;4.250;2.000;0.000;2.250;0.750;2.000;1.000;0.000;1;young
23;5;0.000;Scooter;1;A;0.948;19.734;0.745;-0.324;0.139;0.104;0.267;27;Male;3.500;0.750;0.000;0.000;3.250;1.500;2.000;0.500;1;young
18;5;0.000;Scooter;1;A;1.281;22.993;1.175;-0.219;0.116;0.087;0.351;37;Female;1.500;0.000;0.000;0.000;3.750;1.000;2.000;2.000;1;adult
10;5;0.000;Scooter;1;A;0.740;19.785;0.896;-0.113;0.138;0.058;0.210;26;Male;1.500;0.750;0.000;0.250;2.250;2.000;1.500;0.500;0;young
12;5;0.000;Scooter;1;A;1.156;20.744;1.237;-0.415;0.145;0.100;0.304;60;Female;3.500;1.000;0.000;0.750;2.750;2.000;2.000;2.000;0;adult
27;5;0.000;Scooter;1;A;0.811;24.903;0.997;-0.247;0.144;0.073;0.230;34;Male;1.250;0.250;0.000;0.000;4.000;3.500;3.500;1.000;1;young
29;5;0.000;Scooter;1;A;0.957;9.605;1.218;-0.396;0.159;0.132;0.273;35;Female;1.750;0.500;0.000;0.250;4.000;1.500;2.000;1.000;1;adult
21;5;0.000;Scooter;1;A;0.888;22.345;0.929;-0.210;0.198;0.093;0.255;40;Female;1.333;0.750;0.000;0.000;3.000;2.000;3.000;3.000;0;adult
7;5;0.000;Scooter;1;A;0.967;25.866;1.296;-0.197;0.096;0.099;0.268;21;Male;3.250;1.500;0.750;0.250;3.000;3.000;2.500;6.000;1;young
20;5;0.000;Scooter;1;A;0.922;20.128;0.877;-0.229;0.134;0.061;0.250;39;Male;3.000;0.750;0.000;1.250;3.500;2.000;2.000;2.000;0;adult
22;5;0.000;Scooter;1;A;0.928;18.478;0.992;-0.202;0.114;0.060;0.266;29;Female;3.000;2.000;2.000;0.500;2.750;4.500;3.500;9.000;1;young
24;5;0.000;Scooter;1;A;0.937;23.681;0.887;-0.299;0.210;0.099;0.270;32;Male;0.250;0.250;0.000;0.000;3.500;1.000;1.000;0.000;0;young
30;5;0.000;Scooter;1;A;0.967;17.578;1.106;-0.196;0.105;0.073;0.289;49;Female;0.250;0.250;0.000;0.000;3.000;1.000;1.000;0.000;1;adult
6;5;0.000;Scooter;1;A;0.808;22.937;1.241;-0.094;0.032;0.033;0.240;30;Female;0.500;0.000;0.000;0.000;4.750;1.000;1.000;0.000;1;young
31;5;0.000;Scooter;1;A;0.929;15.577;0.889;-0.406;0.126;0.079;0.266;34;Female;1.000;0.250;0.000;0.000;2.250;3.500;2.500;1.500;0;young
12;5;0.000;Scooter;1;A;0.983;21.737;1.217;-0.172;0.105;0.069;0.263;60;Female;3.500;1.000;0.000;0.750;2.750;2.000;2.000;2.000;0;adult
9;5;0.000;Scooter;1;A;0.967;23.785;1.055;-0.286;0.116;0.081;0.290;41;Male;3.250;0.750;0.250;0.250;2.750;2.000;2.000;1.000;1;adult
26;6;0.000;Scooter;1;B;0.674;21.645;0.835;-0.249;0.143;0.073;0.203;32;Female;2.500;0.750;0.250;0.500;3.500;2.000;4.000;4.000;1;young
10;6;0.000;Scooter;1;B;0.861;21.220;0.815;-0.162;0.146;0.079;0.264;26;Male;1.500;0.750;0.000;0.250;2.250;2.000;1.500;0.000;0;young
4;6;0.000;Scooter;1;B;0.789;17.459;0.994;-0.256;0.093;0.050;0.235;47;Male;1.750;2.000;1.000;1.000;2.750;2.000;2.000;1.000;1;adult
13;6;0.000;Scooter;1;B;1.062;22.951;1.374;-0.149;0.128;0.060;0.264;51;Female;2.750;1.250;0.750;0.500;4.750;1.000;1.000;17.500;0;adult
25;6;0.000;Scooter;1;B;1.104;22.956;1.197;-0.074;0.078;0.047;0.247;39;Male;1.000;0.750;0.000;0.750;4.000;4.000;3.000;4.500;1;adult
17;6;0.000;Scooter;1;B;0.842;17.127;1.490;-0.453;0.165;0.110;0.213;25;Male;1.250;1.000;0.000;0.250;3.250;5.500;4.500;3.000;1;young
32;6;0.000;Scooter;1;B;0.741;17.956;1.178;-0.187;0.235;0.097;0.210;20;Female;4.000;2.500;3.000;0.500;2.250;3.500;3.500;4.500;1;young
7;6;0.000;Scooter;1;B;1.245;24.623;1.094;-0.208;0.128;0.074;0.322;21;Male;3.250;1.500;0.750;0.250;3.000;3.500;4.000;7.000;1;young
30;6;0.000;Scooter;1;B;1.047;22.147;1.073;-0.280;0.191;0.117;0.316;49;Female;0.250;0.250;0.000;0.000;3.000;1.000;1.000;0.000;1;adult
18;6;0.000;Scooter;1;B;1.399;23.592;1.332;-0.245;0.251;0.117;0.384;37;Female;1.500;0.000;0.000;0.000;3.750;1.000;2.500;2.500;1;adult
1;6;0.000;Scooter;1;B;0.945;24.597;1.250;-0.214;0.200;0.087;0.260;30;Male;2.750;0.750;0.250;0.750;3.250;3.500;3.500;7.500;0;young
16;6;0.000;Scooter;1;B;0.918;25.269;1.181;-0.272;0.294;0.134;0.254;36;Male;2.500;0.500;0.250;0.000;2.500;1.000;1.000;0.000;1;adult
5;6;0.000;Scooter;1;B;1.039;21.431;0.905;-0.093;0.236;0.064;0.316;53;Female;1.000;0.750;1.500;0.000;2.500;1.000;1.000;0.000;0;adult
5;6;0.000;Scooter;1;B;1.065;22.949;0.804;-0.165;0.143;0.078;0.316;53;Female;1.000;0.750;1.500;0.000;2.500;1.000;1.000;0.000;0;adult
24;6;0.000;Scooter;1;B;0.883;25.756;0.832;-0.193;0.095;0.079;0.268;32;Male;0.250;0.250;0.000;0.000;3.500;1.000;2.000;0.000;0;young
16;6;0.000;Scooter;1;B;0.744;25.842;1.332;-0.094;0.070;0.052;0.191;36;Male;2.500;0.500;0.250;0.000;2.500;1.000;1.000;0.000;1;adult
27;6;0.000;Scooter;1;B;0.814;25.509;1.137;-0.297;0.162;0.077;0.240;34;Male;1.250;0.250;0.000;0.000;4.000;3.000;3.000;1.000;1;young
4;6;0.000;Scooter;1;B;0.792;9.998;0.966;-0.469;0.184;0.101;0.242;47;Male;1.750;2.000;1.000;1.000;2.750;2.000;2.000;1.000;1;adult
25;6;0.000;Scooter;1;B;0.957;12.950;1.087;-0.156;0.251;0.090;0.256;39;Male;1.000;0.750;0.000;0.750;4.000;4.000;3.000;4.500;1;adult
11;6;0.000;Scooter;1;B;0.949;15.850;0.915;-0.114;0.208;0.082;0.269;62;Female;0.500;0.750;0.500;0.500;2.500;3.000;3.000;2.500;1;adult
9;6;0.000;Scooter;1;B;0.967;24.265;1.161;-0.140;0.122;0.058;0.273;41;Male;3.250;0.750;0.250;0.250;2.750;1.500;2.500;1.500;1;adult
2;6;0.000;Scooter;1;B;0.869;20.378;0.950;-0.178;0.142;0.088;0.252;55;Male;2.000;0.750;0.250;0.000;4.000;1.000;1.000;0.000;0;adult
20;6;0.000;Scooter;1;B;0.879;21.121;1.223;-0.184;0.063;0.075;0.228;39;Male;3.000;0.750;0.000;1.250;3.500;3.500;4.000;4.000;0;adult
22;6;0.000;Scooter;1;B;0.790;18.412;0.775;-0.133;0.116;0.049;0.250;29;Female;3.000;2.000;2.000;0.500;2.750;7.500;6.000;13.000;1;young
29;6;0.000;Scooter;1;B;1.089;13.678;1.178;-0.226;0.225;0.124;0.302;35;Female;1.750;0.500;0.000;0.250;4.000;2.000;2.000;1.000;1;adult
12;6;0.000;Scooter;1;B;0.965;19.188;1.223;-0.282;0.122;0.080;0.258;60;Female;3.500;1.000;0.000;0.750;2.750;2.500;2.000;3.000;0;adult
6;6;0.000;Scooter;1;B;0.920;22.676;1.186;-0.141;0.074;0.052;0.258;30;Female;0.500;0.000;0.000;0.000;4.750;1.000;1.000;0.500;1;young
9;6;0.000;Scooter;1;B;0.911;16.863;1.129;-0.121;0.236;0.101;0.266;41;Male;3.250;0.750;0.250;0.250;2.750;1.500;2.500;1.500;1;adult
27;6;0.000;Scooter;1;B;0.861;14.307;1.208;-0.438;0.215;0.114;0.244;34;Male;1.250;0.250;0.000;0.000;4.000;3.000;3.000;1.000;1;young
23;6;0.000;Scooter;1;B;0.945;24.782;0.980;-0.184;0.182;0.085;0.259;27;Male;3.500;0.750;0.000;0.000;3.250;1.500;2.000;1.000;1;young
14;6;0.000;Scooter;1;B;0.768;20.132;0.824;-0.105;0.187;0.066;0.243;20;Female;2.250;1.250;1.250;0.000;4.000;1.500;1.500;0.500;0;young
26;6;0.000;Scooter;1;B;0.829;19.953;0.758;-0.163;0.150;0.054;0.232;32;Female;2.500;0.750;0.250;0.500;3.500;2.000;4.000;4.000;1;young
3;6;0.000;Scooter;1;B;1.007;12.751;1.050;-0.439;0.187;0.123;0.348;23;Male;2.500;0.750;0.500;0.500;3.750;1.500;2.500;1.500;1;young
1;6;0.000;Scooter;1;B;1.031;24.483;1.059;-0.170;0.156;0.080;0.305;30;Male;2.750;0.750;0.250;0.750;3.250;3.500;3.500;7.500;0;young
8;6;0.000;Scooter;1;B;0.794;23.426;1.066;-0.246;0.126;0.065;0.240;24;Male;2.750;1.250;1.750;0.000;2.250;5.500;3.500;1.500;0;young
23;6;0.000;Scooter;1;B;1.002;24.415;1.215;-0.199;0.120;0.069;0.265;27;Male;3.500;0.750;0.000;0.000;3.250;1.500;2.000;1.000;1;young
2;6;0.000;Scooter;1;B;0.802;22.898;1.006;-0.161;0.102;0.052;0.239;55;Male;2.000;0.750;0.250;0.000;4.000;1.000;1.000;0.000;0;adult
31;6;0.000;Scooter;1;B;0.843;19.823;0.790;-0.144;0.126;0.056;0.275;34;Female;1.000;0.250;0.000;0.000;2.250;2.000;2.500;2.000;0;young
12;6;0.000;Scooter;1;B;1.213;20.892;1.546;-0.130;0.104;0.061;0.315;60;Female;3.500;1.000;0.000;0.750;2.750;2.500;2.000;3.000;0;adult
14;6;0.000;Scooter;1;B;1.355;23.303;1.064;-0.293;0.116;0.086;0.410;20;Female;2.250;1.250;1.250;0.000;4.000;1.500;1.500;0.500;0;young
10;6;0.000;Scooter;1;B;0.774;13.853;0.880;-0.185;0.176;0.073;0.227;26;Male;1.500;0.750;0.000;0.250;2.250;2.000;1.500;0.000;0;young
32;6;0.000;Scooter;1;B;0.805;18.893;1.333;-0.099;0.089;0.052;0.232;20;Female;4.000;2.500;3.000;0.500;2.250;3.500;3.500;4.500;1;young
21;6;0.000;Scooter;1;B;0.967;25.022;1.014;-0.162;0.127;0.073;0.236;40;Female;1.333;0.750;0.000;0.000;3.000;3.500;4.000;3.000;0;adult
28;6;0.000;Scooter;1;B;0.900;23.893;1.087;-0.305;0.261;0.115;0.254;25;Male;4.250;2.000;0.000;2.250;0.750;3.000;2.500;2.500;1;young
22;6;0.000;Scooter;1;B;0.796;20.001;0.965;-0.098;0.189;0.063;0.231;29;Female;3.000;2.000;2.000;0.500;2.750;7.500;6.000;13.000;1;young
29;6;0.000;Scooter;1;B;0.855;10.448;0.914;-0.173;0.195;0.078;0.236;35;Female;1.750;0.500;0.000;0.250;4.000;2.000;2.000;1.000;1;adult
11;6;0.000;Scooter;1;B;0.829;23.893;1.003;-0.532;0.264;0.135;0.256;62;Female;0.500;0.750;0.500;0.500;2.500;3.000;3.000;2.500;1;adult
