participant;scenario;lateral;mmv_type;mmv_number;density;lateral_clearance;longitudinal_distance;average_speed;deceleration;acceleration;mean_acceleration;TTC;age;gender;Violations;Errors;Lapses;Aggressive;Positive;Q1;Q2;Q3;accident;age_group
5;15;0.600;Scooter;2;A;1.303;25.449;0.939;-0.260;0.132;0.076;0.381;53;Female;1.000;0.750;1.500;0.000;2.500;2.500;2.500;1.500;0;adult
10;15;0.600;Scooter;2;A;0.871;7.132;0.882;-0.177;0.155;0.076;0.260;26;Male;1.500;0.750;0.000;0.250;2.250;1.500;2.000;1.000;0;young
30;15;0.600;Scooter;2;A;1.079;12.030;1.110;-0.256;0.176;0.105;0.318;49;Female;0.250;0.250;0.000;0.000;3.000;1.000;1.000;0.500;1;adult
32;15;0.600;Scooter;2;A;0.938;14.309;1.279;-0.136;0.100;0.061;0.233;20;Female;4.000;2.500;3.000;0.500;2.250;5.000;5.500;8.000;1;young
3;15;0.600;Scooter;2;A;1.260;20.799;1.200;-0.478;0.194;0.131;0.344;23;Male;2.500;0.750;0.500;0.500;3.750;2.500;2.500;3.000;1;young
25;15;0.600;Scooter;2;A;1.253;25.203;1.276;-0.173;0.079;0.073;0.310;39;Male;1.000;0.750;0.000;0.750;4.000;5.000;4.500;5.000;1;adult
9;15;0.600;Scooter;2;A;1.095;23.674;1.095;-0.176;0.129;0.073;0.299;41;Male;3.250;0.750;0.250;0.250;2.750;2.500;3.000;1.500;1;adult
2;15;0.600;Scooter;2;A;0.958;19.340;0.993;-0.073;0.072;0.041;0.281;55;Male;2.000;0.750;0.250;0.000;4.000;1.000;1.000;0.000;0;adult
31;15;0.600;Scooter;2;A;1.068;18.411;0.727;-0.119;0.103;0.044;0.335;34;Female;1.000;0.250;0.000;0.000;2.250;3.000;3.000;3.000;0;young
25;15;0.600;Scooter;2;A;1.181;22.604;1.172;-0.187;0.182;0.067;0.319;39;Male;1.000;0.750;0.000;0.750;4.000;5.000;4.500;5.000;1;adult
18;15;0.600;Scooter;2;A;1.257;20.869;1.277;-0.469;0.204;0.127;0.343;37;Female;1.500;0.000;0.000;0.000;3.750;3.000;4.000;5.000;1;adult
8;15;0.600;Scooter;2;A;1.025;25.852;1.204;-0.173;0.098;0.056;0.285;24;Male;2.750;1.250;1.750;0.000;2.250;5.500;6.000;3.500;0;young
27;15;0.600;Scooter;2;A;0.771;23.733;1.095;-0.073;0.156;0.047;0.199;34;Male;1.250;0.250;0.000;0.000;4.000;2.500;3.500;1.000;1;young
5;15;0.600;Scooter;2;A;1.290;23.645;0.826;-0.173;0.157;0.066;0.388;53;Female;1.000;0.750;1.500;0.000;2.500;2.500;2.500;1.500;0;adult
32;15;0.600;Scooter;2;A;1.023;22.395;1.267;-0.191;0.118;0.067;0.282;20;Female;4.000;2.500;3.000;0.500;2.250;5.000;5.500;8.000;1;young
28;15;0.600;Scooter;2;A;1.185;14.733;0.952;-0.492;0.235;0.128;0.315;25;Male;4.250;2.000;0.000;2.250;0.750;1.500;1.500;1.000;1;young
7;15;0.600;Scooter;2;A;1.299;21.477;1.285;-0.367;0.149;0.141;0.351;21;Male;3.250;1.500;0.750;0.250;3.000;4.500;5.000;13.000;1;young
13;15;0.600;Scooter;2;A;1.151;18.913;1.427;-0.249;0.124;0.097;0.313;51;Female;2.750;1.250;0.750;0.500;4.750;1.000;1.500;10.000;0;adult
16;15;0.600;Scooter;2;A;1.082;24.382;1.188;-0.113;0.118;0.066;0.295;36;Male;2.500;0.500;0.250;0.000;2.500;1.000;1.000;0.000;1;adult
29;15;0.600;Scooter;2;A;1.114;14.132;1.134;-0.317;0.144;0.117;0.317;35;Female;1.750;0.500;0.000;0.250;4.000;2.500;2.500;1.500;1;adult
18;15;0.600;Scooter;2;A;1.355;22.060;1.240;-0.360;0.131;0.090;0.378;37;Female;1.500;0.000;0.000;0.000;3.750;3.000;4.000;5.000;1;adult
9;15;0.600;Scooter;2;A;1.109;21.049;1.197;-0.097;0.083;0.041;0.316;41;Male;3.250;0.750;0.250;0.250;2.750;2.500;3.000;1.500;1;adult
17;15;0.600;Scooter;2;A;0.947;23.985;1.220;-0.045;0.050;0.020;0.243;25;Male;1.250;1.000;0.000;0.250;3.250;5.000;4.000;2.000;1;young
26;15;0.600;Scooter;2;A;1.076;20.046;0.792;-0.158;0.080;0.054;0.313;32;Female;2.500;0.750;0.250;0.500;3.500;2.500;3.000;3.000;1;young
22;15;0.600;Scooter;2;A;1.038;17.474;0.775;-0.187;0.109;0.072;0.314;29;Female;3.000;2.000;2.000;0.500;2.750;7.500;6.500;18.500;1;young
23;15;0.600;Scooter;2;A;0.993;25.051;1.153;-0.138;0.071;0.049;0.272;27;Male;3.500;0.750;0.000;0.000;3.250;3.500;4.000;2.500;1;young
16;15;0.600;Scooter;2;A;1.023;25.849;1.403;-0.172;0.075;0.062;0.244;36;Male;2.500;0.500;0.250;0.000;2.500;1.000;1.000;0.000;1;adult
30;15;0.600;Scooter;2;A;1.029;14.426;1.130;-0.222;0.201;0.110;0.276;49;Female;0.250;0.250;0.000;0.000;3.000;1.000;1.000;0.500;1;adult
1;15;0.600;Scooter;2;A;1.173;24.862;1.155;-0.403;0.166;0.103;0.329;30;Male;2.750;0.750;0.250;0.750;3.250;4.500;5.000;8.500;0;young
14;15;0.600;Scooter;2;A;1.135;13.786;0.872;-0.296;0.117;0.072;0.336;20;Female;2.250;1.250;1.250;0.000;4.000;4.000;4.500;2.000;0;young
12;15;0.600;Scooter;2;A;1.128;14.932;1.234;-0.240;0.110;0.071;0.320;60;Female;3.500;1.000;0.000;0.750;2.750;3.500;4.000;4.500;0;adult
17;15;0.600;Scooter;2;A;0.796;8.761;1.373;-0.058;0.082;0.037;0.218;25;Male;1.250;1.000;0.000;0.250;3.250;5.000;4.000;2.000;1;young
4;15;0.600;Scooter;2;A;0.910;10.179;1.005;-0.212;0.104;0.056;0.260;47;Male;1.750;2.000;1.000;1.000;2.750;2.000;2.000;1.000;1;adult
23;15;0.600;Scooter;2;A;0.900;15.397;0.986;-0.220;0.074;0.059;0.252;27;Male;3.500;0.750;0.000;0.000;3.250;3.500;4.000;2.500;1;young
13;15;0.600;Scooter;2;A;1.086;20.036;1.153;-0.128;0.088;0.044;0.285;51;Female;2.750;1.250;0.750;0.500;4.750;1.000;1.500;10.000;0;adult
6;15;0.600;Scooter;2;A;1.363;23.834;1.125;-0.394;0.163;0.129;0.365;30;Female;0.500;0.000;0.000;0.000;4.750;1.000;1.000;0.000;1;young
20;15;0.600;Scooter;2;A;1.268;17.524;0.875;-0.249;0.143;0.082;0.348;39;Male;3.000;0.750;0.000;1.250;3.500;2.500;3.000;3.500;0;adult
20;15;0.600;Scooter;2;A;1.090;11.740;0.988;-0.209;0.137;0.083;0.293;39;Male;3.000;0.750;0.000;1.250;3.500;2.500;3.000;3.500;0;adult
21;15;0.600;Scooter;2;A;1.006;16.009;1.101;-0.094;0.139;0.068;0.283;40;Female;1.333;0.750;0.000;0.000;3.000;4.000;4.500;5.000;0;adult
27;15;0.600;Scooter;2;A;0.895;23.786;1.090;-0.052;0.080;0.035;0.251;34;Male;1.250;0.250;0.000;0.000;4.000;2.500;3.500;1.000;1;young
8;15;0.600;Scooter;2;A;1.056;22.095;0.819;-0.614;0.165;0.136;0.311;24;Male;2.750;1.250;1.750;0.000;2.250;5.500;6.000;3.500;0;young
10;15;0.600;Scooter;2;A;0.991;14.352;0.969;-0.183;0.076;0.045;0.288;26;Male;1.500;0.750;0.000;0.250;2.250;1.500;2.000;1.000;0;young
31;15;0.600;Scooter;2;A;1.098;18.923;0.987;-0.154;0.096;0.061;0.325;34;Female;1.000;0.250;0.000;0.000;2.250;3.000;3.000;3.000;0;young
12;15;0.600;Scooter;2;A;1.396;21.307;1.281;-0.421;0.197;0.096;0.352;60;Female;3.500;1.000;0.000;0.750;2.750;3.500;4.000;4.500;0;adult
21;15;0.600;Scooter;2;A;1.142;16.261;0.935;-0.227;0.247;0.108;0.306;40;Female;1.333;0.750;0.000;0.000;3.000;4.000;4.500;5.000;0;adult
11;15;0.600;Scooter;2;A;0.826;20.816;1.110;-0.194;0.302;0.121;0.252;62;Female;0.500;0.750;0.500;0.500;2.500;3.500;3.500;4.000;1;adult
3;15;0.600;Scooter;2;A;1.327;20.113;1.291;-0.380;0.146;0.101;0.392;23;Male;2.500;0.750;0.500;0.500;3.750;2.500;2.500;3.000;1;young
11;15;0.600;Scooter;2;A;1.011;19.859;1.043;-0.447;0.149;0.084;0.281;62;Female;0.500;0.750;0.500;0.500;2.500;3.500;3.500;4.000;1;adult
14;15;0.600;Scooter;2;A;0.937;22.535;0.908;-0.177;0.268;0.127;0.286;20;Female;2.250;1.250;1.250;0.000;4.000;4.000;4.500;2.000;0;young
6;15;0.600;Scooter;2;A;1.078;21.794;1.193;-0.168;0.122;0.071;0.301;30;Female;0.500;0.000;0.000;0.000;4.750;1.000;1.000;0.000;1;young
24;15;0.600;Scooter;2;A;1.084;23.107;0.891;-0.151;0.101;0.064;0.316;32;Male;0.250;0.250;0.000;0.000;3.500;1.000;3.000;0.000;0;young
22;15;0.600;Scooter;2;A;0.975;12.610;1.066;-0.166;0.104;0.058;0.279;29;Female;3.000;2.000;2.000;0.500;2.750;7.500;6.500;18.500;1;young
25;16;0.600;Scooter;2;B;1.219;23.034;1.251;-0.102;0.131;0.064;0.312;39;Male;1.000;0.750;0.000;0.750;4.000;6.500;5.000;7.000;1;adult
7;16;0.600;Scooter;2;B;0.996;24.641;1.283;-0.194;0.081;0.074;0.279;21;Male;3.250;1.500;0.750;0.250;3.000;6.000;6.500;15.000;1;young
23;16;0.600;Scooter;2;B;1.127;19.721;1.079;-0.181;0.124;0.060;0.331;27;Male;3.500;0.750;0.000;0.000;3.250;4.000;4.000;3.000;1;young
22;16;0.600;Scooter;2;B;0.869;21.633;1.149;-0.214;0.111;0.082;0.248;29;Female;3.000;2.000;2.000;0.500;2.750;8.000;6.500;17.000;1;young
18;16;0.600;Scooter;2;B;1.071;21.926;1.202;-0.318;0.133;0.082;0.311;37;Female;1.500;0.000;0.000;0.000;3.750;4.000;5.000;5.000;1;adult
32;16;0.600;Scooter;2;B;1.078;13.902;1.201;-0.283;0.109;0.070;0.293;20;Female;4.000;2.500;3.000;0.500;2.250;7.000;7.500;13.000;1;young
2;16;0.600;Scooter;2;B;0.930;21.368;0.882;-0.152;0.076;0.051;0.246;55;Male;2.000;0.750;0.250;0.000;4.000;1.000;1.000;0.000;0;adult
30;16;0.600;Scooter;2;B;1.052;13.891;1.069;-0.231;0.098;0.059;0.312;49;Female;0.250;0.250;0.000;0.000;3.000;1.500;1.500;0.500;1;adult
13;16;0.600;Scooter;2;B;1.051;19.749;1.370;-0.152;0.171;0.059;0.270;51;Female;2.750;1.250;0.750;0.500;4.750;2.000;2.500;20.000;0;adult
12;16;0.600;Scooter;2;B;1.363;17.589;1.175;-0.237;0.161;0.097;0.367;60;Female;3.500;1.000;0.000;0.750;2.750;4.000;3.500;4.000;0;adult
20;16;0.600;Scooter;2;B;1.080;14.368;1.036;-0.174;0.130;0.065;0.303;39;Male;3.000;0.750;0.000;1.250;3.500;3.500;3.500;4.500;0;adult
1;16;0.600;Scooter;2;B;1.008;23.729;1.153;-0.115;0.062;0.053;0.297;30;Male;2.750;0.750;0.250;0.750;3.250;3.000;3.500;7.000;0;young
1;16;0.600;Scooter;2;B;1.065;23.551;1.085;-0.288;0.179;0.105;0.280;30;Male;2.750;0.750;0.250;0.750;3.250;3.000;3.500;7.000;0;young
29;16;0.600;Scooter;2;B;1.173;18.914;0.930;-0.326;0.199;0.108;0.342;35;Female;1.750;0.500;0.000;0.250;4.000;2.500;3.000;1.500;1;adult
25;16;0.600;Scooter;2;B;1.269;24.572;1.315;-0.092;0.032;0.039;0.345;39;Male;1.000;0.750;0.000;0.750;4.000;6.500;5.000;7.000;1;adult
20;16;0.600;Scooter;2;B;1.061;20.026;1.059;-0.115;0.100;0.044;0.286;39;Male;3.000;0.750;0.000;1.250;3.500;3.500;3.500;4.500;0;adult
27;16;0.600;Scooter;2;B;0.879;14.401;1.126;-0.064;0.130;0.045;0.249;34;Male;1.250;0.250;0.000;0.000;4.000;5.000;6.000;2.000;1;young
12;16;0.600;Scooter;2;B;1.079;16.539;1.301;-0.141;0.117;0.065;0.303;60;Female;3.500;1.000;0.000;0.750;2.750;4.000;3.500;4.000;0;adult
29;16;0.600;Scooter;2;B;0.980;13.778;1.101;-0.235;0.133;0.083;0.292;35;Female;1.750;0.500;0.000;0.250;4.000;2.500;3.000;1.500;1;adult
10;16;0.600;Scooter;2;B;0.912;13.215;0.809;-0.271;0.283;0.110;0.263;26;Male;1.500;0.750;0.000;0.250;2.250;2.000;2.000;1.500;0;young
18;16;0.600;Scooter;2;B;1.169;22.703;1.273;-0.151;0.115;0.098;0.300;37;Female;1.500;0.000;0.000;0.000;3.750;4.000;5.000;5.000;1;adult
8;16;0.600;Scooter;2;B;1.039;22.672;1.052;-0.093;0.215;0.072;0.303;24;Male;2.750;1.250;1.750;0.000;2.250;5.500;3.500;2.500;0;young
28;16;0.600;Scooter;2;B;1.047;24.452;1.226;-0.264;0.204;0.084;0.285;25;Male;4.250;2.000;0.000;2.250;0.750;2.000;1.000;1.000;1;young
9;16;0.600;Scooter;2;B;1.098;20.469;1.154;-0.096;0.106;0.051;0.310;41;Male;3.250;0.750;0.250;0.250;2.750;3.000;3.000;2.000;1;adult
24;16;0.600;Scooter;2;B;0.951;23.250;1.104;-0.118;0.088;0.051;0.261;32;Male;0.250;0.250;0.000;0.000;3.500;3.000;3.000;0.000;0;young
10;16;0.600;Scooter;2;B;0.839;14.115;0.885;-0.262;0.113;0.058;0.246;26;Male;1.500;0.750;0.000;0.250;2.250;2.000;2.000;1.500;0;young
23;16;0.600;Scooter;2;B;1.002;24.080;1.025;-0.062;0.199;0.056;0.274;27;Male;3.500;0.750;0.000;0.000;3.250;4.000;4.000;3.000;1;young
31;16;0.600;Scooter;2;B;1.080;22.891;0.935;-0.158;0.223;0.067;0.338;34;Female;1.000;0.250;0.000;0.000;2.250;3.000;2.500;2.000;0;young
8;16;0.600;Scooter;2;B;0.982;25.829;1.170;-0.312;0.187;0.097;0.292;24;Male;2.750;1.250;1.750;0.000;2.250;5.500;3.500;2.500;0;young
32;16;0.600;Scooter;2;B;1.162;14.667;1.222;-0.265;0.181;0.118;0.329;20;Female;4.000;2.500;3.000;0.500;2.250;7.000;7.500;13.000;1;young
26;16;0.600;Scooter;2;B;1.116;17.089;0.770;-0.097;0.129;0.055;0.325;32;Female;2.500;0.750;0.250;0.500;3.500;4.000;4.000;6.500;1;young
13;16;0.600;Scooter;2;B;1.146;15.586;1.457;-0.306;0.097;0.070;0.295;51;Female;2.750;1.250;0.750;0.500;4.750;2.000;2.500;20.000;0;adult
9;16;0.600;Scooter;2;B;1.034;16.795;1.168;-0.169;0.053;0.047;0.311;41;Male;3.250;0.750;0.250;0.250;2.750;3.000;3.000;2.000;1;adult
30;16;0.600;Scooter;2;B;1.031;13.335;1.082;-0.187;0.185;0.079;0.305;49;Female;0.250;0.250;0.000;0.000;3.000;1.500;1.500;0.500;1;adult
21;16;0.600;Scooter;2;B;0.926;10.720;0.960;-0.268;0.370;0.129;0.274;40;Female;1.333;0.750;0.000;0.000;3.000;4.500;4.500;4.500;0;adult
11;16;0.600;Scooter;2;B;0.889;19.707;1.071;-0.442;0.149;0.104;0.263;62;Female;0.500;0.750;0.500;0.500;2.500;3.500;4.000;4.500;1;adult
7;16;0.600;Scooter;2;B;1.152;24.674;1.151;-0.152;0.356;0.106;0.321;21;Male;3.250;1.500;0.750;0.250;3.000;6.000;6.500;15.000;1;young
17;16;0.600;Scooter;2;B;0.898;20.179;1.392;-0.052;0.061;0.024;0.230;25;Male;1.250;1.000;0.000;0.250;3.250;4.500;3.000;2.500;1;young
28;16;0.600;Scooter;2;B;1.124;24.699;1.099;-0.450;0.131;0.114;0.304;25;Male;4.250;2.000;0.000;2.250;0.750;2.000;1.000;1.000;1;young
27;16;0.600;Scooter;2;B;0.761;23.880;1.096;-0.104;0.092;0.041;0.227;34;Male;1.250;0.250;0.000;0.000;4.000;5.000;6.000;2.000;1;young
11;16;0.600;Scooter;2;B;1.007;19.862;1.044;-0.273;0.156;0.121;0.292;62;Female;0.500;0.750;0.500;0.500;2.500;3.500;4.000;4.500;1;adult
16;16;0.600;Scooter;2;B;1.024;20.499;1.457;-0.337;0.524;0.137;0.283;36;Male;2.500;0.500;0.250;0.000;2.500;1.000;1.000;0.000;1;adult
6;16;0.600;Scooter;2;B;1.038;19.723;1.141;-0.102;0.103;0.049;0.287;30;Female;0.500;0.000;0.000;0.000;4.750;2.000;2.500;2.000;1;young
4;16;0.600;Scooter;2;B;0.881;15.187;0.992;-0.173;0.108;0.060;0.258;47;Male;1.750;2.000;1.000;1.000;2.750;2.500;2.500;1.500;1;adult
16;16;0.600;Scooter;2;B;1.025;24.425;1.222;-0.159;0.147;0.077;0.284;36;Male;2.500;0.500;0.250;0.000;2.500;1.000;1.000;0.000;1;adult
5;16;0.600;Scooter;2;B;1.322;23.291;0.992;-0.285;0.178;0.089;0.398;53;Female;1.000;0.750;1.500;0.000;2.500;3.000;3.000;1.500;0;adult
5;16;0.600;Scooter;2;B;1.307;17.181;0.772;-0.443;0.191;0.095;0.394;53;Female;1.000;0.750;1.500;0.000;2.500;3.000;3.000;1.500;0;adult
22;16;0.600;Scooter;2;B;1.029;20.300;0.963;-0.137;0.174;0.082;0.302;29;Female;3.000;2.000;2.000;0.500;2.750;8.000;6.500;17.000;1;young
14;16;0.600;Scooter;2;B;1.254;23.024;0.927;-0.436;0.387;0.147;0.356;20;Female;2.250;1.250;1.250;0.000;4.000;4.500;4.000;2.500;0;young
3;16;0.600;Scooter;2;B;1.332;25.237;1.226;-0.474;0.206;0.126;0.394;23;Male;2.500;0.750;0.500;0.500;3.750;3.000;3.500;3.500;1;young
21;16;0.600;Scooter;2;B;1.021;21.283;0.922;-0.217;0.235;0.090;0.296;40;Female;1.333;0.750;0.000;0.000;3.000;4.500;4.500;4.500;0;adult
3;16;0.600;Scooter;2;B;1.161;10.909;1.250;-0.229;0.089;0.084;0.343;23;Male;2.500;0.750;0.500;0.500;3.750;3.000;3.500;3.500;1;young
17;16;0.600;Scooter;2;B;0.843;17.148;1.475;-0.070;0.107;0.046;0.234;25;Male;1.250;1.000;0.000;0.250;3.250;4.500;3.000;2.500;1;young
31;16;0.600;Scooter;2;B;0.993;19.231;0.809;-0.127;0.111;0.057;0.322;34;Female;1.000;0.250;0.000;0.000;2.250;3.000;2.500;2.000;0;young
6;16;0.600;Scooter;2;B;0.759;23.448;1.101;-0.234;0.430;0.163;0.229;30;Female;0.500;0.000;0.000;0.000;4.750;2.000;2.500;2.000;1;young
26;16;0.600;Scooter;2;B;1.172;18.785;0.726;-0.186;0.123;0.069;0.343;32;Female;2.500;0.750;0.250;0.500;3.500;4.000;4.000;6.500;1;young
